Property Name,Address,Phone,Phone 2,Phone 3,HotelRating,state,cityName,timezone
Indian Creek RV & Camping Resort,4710 Lake Road East 44041 Geneva ,888-726-7802,,,ThreeStar,ohio,"Austinburg,   Ohio",Eastern
Soaring Eagle Casino and Resort,6800 East Soaring Eagle Blvd Mount PleasantMichigan 48858 ,888-732-4537,,,FourStar,michigan,"Mount Pleasant,   Michigan",Eastern
Sandpiper 95156 by RedAwning,95156 Sandpiper Loop Fernandina BeachFlorida 32034 ,888-733-2964,,,All,florida,"Amelia Island,   Florida",Eastern
Put in Bay Resort & Conference Center,439 Loraine Avenue Put-in-BayOH 43456 ,888-742-7829,,,ThreeStar,ohio,"Put-In-Bay,   Ohio",Eastern
Villa Sinclair Beach Suites and Spa,317 Polk Street HollywoodFL 33019 ,888-755-7543,,,ThreeStar,florida,"Hollywood Beach/Fort Lauderdale,   Florida",Eastern
The Little Inn Too,4560 El Mar Drive Lauderdale-By-The-Sea 33308Florida ,888-772-2450,,,ThreeStar,florida,"Fort Lauderdale,   Florida",Eastern
Reunion Resort & Club by 1791 Vacation Experience,1590 Reunion Blvd  ,888-779-5262,,,FourStar,florida,"Kissimmee,   Florida",Eastern
Old River Road,1055 Old River Road  ,888-780-3225,,,ThreeStar,ohio,"Cleveland,   Ohio",Eastern
Groves RV Resort,16175 John Morris Rd Fort MyersFlorida 33908 ,888-783-5711,,,ThreeStar,florida,"Fort Myers,   Florida",Eastern
Madox,198 Van Vorst Street Jersey CityNew York 07302 ,888-789-0758,,,All,new jersey,"Jersey City,   New Jersey",Eastern
Hyatt Place Titusville / Kennedy Space Center,6299 RIVERFRONT CENTER BLVD  ,888-800-8847,,,ThreeStar,florida,"Titusville,   Florida",Eastern
Meridian Plaza by Palmetto Vacations,2310 N Ocean Boulevard  ,888-808-2788,,,ThreeStar,south carolina,"Myrtle Beach,   South Carolina",Eastern
Club Orlando,5305 San Antonio Avenue OrlandoFlorida 32839 ,888-808-7410,,,TwoStar,florida,"Orlando,   Florida",Eastern
Gateway Inn & Suites,64 White Oak Lane DillardGeorgia 30537 ,888-820-1182,,,TwoStar,georgia,"Dillard,   Georgia",Eastern
The Carriage Inn B&B,417 E Washington Street Charles TownWest Virginia 25414 ,888-822-0108,,,ThreeStar,west virginia,"Charles Town,   West Virginia",Eastern
Vanderbilt Beach Resort,Gulf Shore Drive. N 9225 34108 Naples NaplesFlorida 34108 ,888-828-6740,,,TwoStar,florida,"Naples,   Florida",Eastern
Bishop Farm Bed and Breakfast,"Bishop Cutoff 33,33 LISBON ",888-838-2474,,,ThreeStar,new hampshire,"Lisbon,   New Hampshire",Eastern
Affordable Family Resort,2300 S Ocean Boulevard Myrtle BeachSouth Carolina 29577-4745 ,888-839-4330,,,TwoStar,south carolina,"Myrtle Beach,   South Carolina",Eastern
Lily Creek Lodge,2608 Auraria Road DahlonegaGeorgia 30533 ,888-844-2694,,,ThreeStar,georgia,"Dahlonega,   Georgia",Eastern
Mainsail Beach Inn,Anna Maria Island Florida ,888-849-2642,,,FourStar,florida,"Anna Maria Island,   Florida",Eastern
Pineapple Hill Inn,1324 River Road New Hope ,888-866-8404,,,ThreeStar,pennsylvania,"New Hope,   Pennsylvania",Eastern
Annville Inn Bed and Breakfast,4515 Hill Church Road HersheyAnnvillePennsylvania 17003 ,888-868-4515,,,ThreeStar,pennsylvania,"Hershey,   Pennsylvania",Eastern
Chester House Inn,266 Main St ChesterVermont 05143 ,888-875-2205,,,ThreeStar,vermont,"Chester,   Vermont",Eastern
Arbor Terrace,405 57th Avenue West BradentonFlorida 34207 ,888-886-2477,,,TwoStar,florida,"Bradenton,   Florida",Eastern
Gauthier's Saranac Lake Inn,488 Lake Flower Avenue Saranac LakeNew York 12983 ,888-891-1950,,,ThreeStar,new york,"Lake Placid,   New York",Eastern
Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Road Port AngelesWashington 98363 ,888-896-3818,,,ThreeStar,district of columbia,"Washington,   District of Columbia",Eastern
Leeward Key,2936 Scenic Gulf Drive Miramar BeachFlorida 32550 ,888-909-6807,,,All,florida,"Miramar Beach,   Florida",Eastern
Jasmine House Inn,64 Hassell Street CharlestonSouth Carolina 29401 ,888-913-0488,,,ThreeStar,south carolina,"Charleston,   South Carolina",Eastern
Australian Walkabout Inn B & B,837 Village Road 17602 LancasterPennsylvania ,888-925-5228,,,ThreeStar,pennsylvania,"Lancaster,   Pennsylvania",Eastern
Pier 4 Hotel,"6 Broadway P.O. Box 0215Somers PointNew Jersey, NJ 08244 ",888-927-9141,,,ThreeStar,new jersey,"Atlantic City,   New Jersey",Eastern
The Mountain Rose Inn,1787 Charity Hwy WoolwineVirginia 24185 ,888-930-1057,,,ThreeStar,virginia,"Woolwine,   Virginia",Eastern
Redwood Motel,425 Main Street Highway 395BridgeportCalifornia 93517 ,888-932-3292,,,TwoStar,maryland,"California,   Maryland",Eastern
Hotel Blue,705 S. Ocean Blvd. Myrtle BeachSouth Carolina 29577 ,888-936-0653,,,ThreeStar,south carolina,"Myrtle Beach,   South Carolina",Eastern
The Biggest Loser Resort Niagara,1083 Pit Road Java CenterNew York 14082 ,888-945-6737,,,ThreeStar,new york,"Buffalo,   New York",Eastern
The Grand Guesthouse,1116 Grinnell Street Key West 33040 ,888-947-2630,,,TwoStar,florida,"Key West,   Florida",Eastern
White Swan Inn Bed & Breakfast,303 South Mears Avenue WhitehallMichigan 49461 ,888-948-7926,,,ThreeStar,michigan,"Muskegon,   Michigan",Eastern
Vista Collina Resort,850 Bordeaux Way NapaCalifornia 94558 ,888-965-8268,,,FourStar,maryland,"California,   Maryland",Eastern
The Fishermen's Oasis,42611 Shady Lane OakhurstCalifornia 93644 ,888-967-3648,,,All,maryland,"California,   Maryland",Eastern
Encore Resort at Reunion,7635 Fairfax Dr ReunionKissimmeeFlorida 34747 ,888-978-2855,,,FiveStar,florida,"Kissimmee,   Florida",Eastern
Joans on Jones Bed & Breakfast,17 West Jones Street SavannahGeorgia 31401 ,888-989-9806,,,ThreeStar,georgia,"Savannah,   Georgia",Eastern
1896 House Luxury Inn Williamstown,866 Cold Spring Road  ,888-999-1896,,,FiveStar,massachusetts,"Williamstown,   Massachusetts",Eastern
Home2 Suites by Hilton Memphis East Germantown TN,6811 TraVure South 38138 ,901-567-7200,,,TwoStar,maryland,"Bethesda,   Maryland",Eastern
Hilton Garden Inn Memphis East Germantown TN,6811 TraVure South 38138 ,901-567-7717,,,ThreeStar,maryland,"Bethesda,   Maryland",Eastern
Swan Lake Resort Rentals,106 E Moss Mill Rd  ,901-652-6012,,,FourStar,new jersey,"Atlantic City,   New Jersey",Eastern
Bent Tree Motel,381 W. Lennon Drive EmoryTexas 75440 ,903-473-0061,,,TwoStar,georgia,"Emory,   Georgia",Eastern
Best Western Plus Emory at Lake Fork Inn & Suites,1026 E Lennon Drive EmoryTexas 75440 ,903-473-2022,,,TwoStar,georgia,"Emory,   Georgia",Eastern
Whitesboro Inn & Suites,31434 Us 82 WhitesboroTexas 76273 ,903-564-7464,,,TwoStar,new york,"Utica,   New York",Eastern
Best Western Mineola Inn,100 Debby Ln MineolaTexas 75773 ,903-569-5331,,,TwoStar,new york,"Mineola,   New York",Eastern
Munzesheimer Manor Bed & Breakfast,202 North Newsom Street MineolaTexas 75773 ,903-569-6634,,,ThreeStar,new york,"Mineola,   New York",Eastern
"Holiday Inn Express & Suites Jacksonville - Town Center, an IHG Hotel","10573 BRIGHTMAN BOULEVARD, Jacksonville, FL, 32246 ",904-204-0205,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Amelia Hotel at the Beach,1997 S Fletcher Ave Fernandina BeachAmelia IslandFlorida 32034 ,904-206-5600,,,TwoStar,florida,"Amelia Island,   Florida",Eastern
La Quinta Inn & Suites St. Augustine,250 Prime Outlet Boulevard Saint AugustineFlorida 32084 ,904-209-2580,,,TwoStar,florida,"St. Augustine,   Florida",Eastern
"Sebastian Hotel, a member of Radisson Individuals","333 S Ponce de Leon Boulevard, St. Augustine, Florida 32084, United States ",904-209-5580,,,ThreeStar,florida,"Florida,   Florida",Eastern
The Collector Luxury Inn and Gardens,149 Cordova Street Saint AugustineFlorida 32084 ,904-209-5800,,,FourStar,florida,"St. Augustine,   Florida",Eastern
Holiday Inn Express & Suites Fleming Island,East West Parkway 1815 32003 Orange Park Orange ParkFlorida 32003 ,904-215-8900,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Saint Augustine Beach House,10 Vilano Road St. AugustineFL 32084 ,904-217-3765,,,TwoStar,florida,"St. Augustine,   Florida",Eastern
Smart Stay Inn Saint Augustine,2365 State Road 16 Saint AugustineFlorida 32084 ,904-217-4423,,,TwoStar,florida,"St. Augustine,   Florida",Eastern
La Quinta Inn & Suites St. Augustine Historic Area,215 Anastasia Blvd St. AugustineFlorida 32080 ,904-217-7052,,,ThreeStar,florida,"St. Augustine,   Florida",Eastern
Historic Sevilla House,14 Sevilla Street St. AugustineFlorida 32084 ,904-217-7346,,,All,florida,"St. Augustine,   Florida",Eastern
Hampton Inn & Suites Jacksonville Beach Blvd Mayo Clinic,13733 Beach Boulevard JacksonvilleFlorida 32224 ,904-223-0222,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Courtyard Jacksonville Mayo Clinic Beaches,14390 Mayo Boulevard JacksonvilleFL 32224 ,904-223-1700,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Comfort Suites Jacksonville,7019 Commonwealth JacksonvilleFlorida 32220 ,904-224-5500,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Best Western Plus First Coast Inn and Suites,462577 State Road 200 YuleeFlorida 32097 ,904-225-0182,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Florida Hotel Yulee,852374 US Highway 17 YuleeFlorida 32097 ,904-225-2011,,,OneStar,florida,"Jacksonville,   Florida",Eastern
Nassau Holiday Motel,850857 Us Highway 17 South  ,904-225-2397,,,All,florida,"Jacksonville,   Florida",Eastern
Comfort Inn Yulee,76043 Sidney Place YuleeFL 32097 ,904-225-2600,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Hampton Inn Jacksonville Beach/Oceanfront,1515 First Street North Jacksonville Beach32250 Florida ,904-241-2311,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
The Hotel Palms,28 Sherry Drive Atlantic BeachFlorida 32233 ,904-241-7776,,,ThreeStar,florida,"Atlantic Beach,   Florida",Eastern
Candlewood Suites - Jacksonville - Mayport,"2073 Mayport Road, Jacksonville, 32233  ",904-242-5422,,,TwoStar,florida,"Atlantic Beach,   Florida",Eastern
SpringHill Suites by Marriott Jacksonville Beach Oceanfront,465 North First Street ,904-246-6160,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Fig Tree Inn,"4th Avenue South 185,185 JACKSONVILLE BEACH ",904-246-8877,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Courtyard by Marriott Jacksonville I 295 East Beltway,9815 Lantern Street JacksonvilleFlorida 32225 ,904-247-6782,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Econo Lodge Mayport,2401 Mayport Rd Atlantic BeachFlorida 32233 ,904-249-0313,,,TwoStar,florida,"Atlantic Beach,   Florida",Eastern
Red Roof Inn Neptune Beach Mayport Mayo Clinic,1401 Atlantic Blvd 2 Neptune BeachFlorida 32266 ,904-249-2777,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Best Western Oceanfront,305 1St St N Jacksonville BeachFlorida 32250-6908 ,904-249-4949,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
One Ocean Resort & Spa,1 Ocean Blvd Atlantic BeachFlorida 32233 ,904-249-7402,,,FourStar,florida,"Atlantic Beach,   Florida",Eastern
Courtyard by Marriott Jacksonville Beach Oceanfront,1617 1St Street N Jacksonville BeachFL 32250 ,904-249-9071,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Homewood Suites Jacksonville Deerwood Park,8511 Touchton Road JacksonvilleFL 32216 ,904-253-7120,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Red Roof Inn MacClenny,151 Woodlawn Road MacclennyFL 32063 ,904-259-3000,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Motel 6 Macclenny,1499 South 6th Street MacclennyFL 32063 ,904-259-5100,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Travelodge Suites By Wyndham Macclenny,1651 South 6th Street MacclennyFL 32063 ,904-259-6408,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Hampton Inn & Suites Macclenny I-10  FL,"5242 George Hodges Road, Macclenny FL 32063, United States ",904-259-9826,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Courtyard Jacksonville Flagler Center,14402 Old St. Augustine Rd JacksonvilleFlorida 32258 ,904-260-2027,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Comfort Suites Oceanview Amelia Island,2801 Atlantic Avenue Fernandina BeachFlorida 32034 ,904-261-0193,,,TwoStar,florida,"Amelia Island,   Florida",Eastern
Amelia Surf & Racquet Club,4800 Amelia Island Parkway Amelia IslandFlorida 32034 ,904-261-0511,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Courtyard by Marriott Amelia Island,"2700 Atlantic Avenue, Fernandina Beach, FL, 32034 ",904-261-1919,,,ThreeStar,florida,"Fernandina Beach,   Florida",Eastern
ERA Fernandina Beach Realty,2057 S Fletcher Avenue Fernandina BeachFlorida 32034 ,904-261-4011,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Oceans of Amelia Condos,S. Fletcher Avenue 382 32034 Fernandina BeachFlorida ,904-261-4013,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Beachside Motel,3172 S. Fletcher Ave. Fernandina BeachFlorida 32034 ,904-261-4236,,,TwoStar,florida,"Amelia Island,   Florida",Eastern
Villas of Amelia Island Plantation,39 Beach Lagoon Road Amelia IslandFlorida 32034 ,904-261-6161,,,FourStar,florida,"Amelia Island,   Florida",Eastern
Amelia by The Sea Rentals,3240 S. Fletcher Ave. Fernandia BeachFlorida 32034 ,904-261-6795,,,TwoStar,florida,"Amelia Island,   Florida",Eastern
Best Western Southside Hotel and Suites,4580 Collins Rd JacksonvilleFlorida 32244 ,904-264-4466,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Stay Suites of America Orange Park,1656 Wells Road Orange ParkFlorida 32073 ,904-264-4616,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Best Western Plus Cecil Field Inn & Suites,525 Chaffee Point Blvd JacksonvilleFlorida 32221 ,904-265-7759,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Red Roof Inn Baldwin,1088 Us Highway 301 South I-10 at Exit 343 property 397South Baldwin32234 FL ,904-266-9759,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Hampton Inn & Suites Jacksonville South Bartram Park,13950 Village Lake Circle Jacksonville HotelFlorida 32258 ,904-268-6264,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Ramada by Wyndham Jacksonville Hotel & Conference Center,3130 Hartley Road I-295 and San Jose corner San Jose BoulevardJacksonvilleFlorida 32257 ,904-268-8080,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
La Quinta Inn & Suites Jacksonville Mandarin,3199 Hartley Road JacksonvilleFlorida 32257 ,904-268-9999,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Days Inn by Wyndham Orange Park Jacksonville,4280 Eldridge Loop Orange ParkFL 32073 ,904-269-8887,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Casa Marina Hotel,691 First Street North Jacksonville BeachFlorida 32250 ,904-270-0025,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
The Lodge & Club at Ponte Vedra,607 Ponte Vedra Boulevard Ponte VedraFL 32082 ,904-273-9500,,,FiveStar,florida,"Jacksonville,   Florida",Eastern
The Ritz Carlton Amelia Island,4750 Amelia Island Pkwy Amelia IslandFlorida 32034 ,904-277-1100,,,FiveStar,florida,"Amelia Island,   Florida",Eastern
The Addison On Amelia Island,614 Ash Street Amelia IslandFlorida 32034 ,904-277-1604,,,All,florida,"Amelia Island,   Florida",Eastern
Ocean Coast Hotel At The Beach,2707 Sadler Road Fernandina BeachAmelia IslandFlorida 32034 ,904-277-2300,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Amelia Island Williams House,103 S. 9Th St Fernandina BeachFL 32034 ,904-277-2328,,,TwoStar,florida,"Amelia Island,   Florida",Eastern
Residence Inn Amelia Island,2301 Sadler Road Fernandina BeachFlorida 32034 ,904-277-2440,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Elizabeth Pointe Lodge,"98 South Fletcher Avenue Amelia Island, Florida 32034 ",904-277-4851,,,ThreeStar,florida,"Amelia Island,   Florida",Eastern
Fairfield Inn Jacksonville Orange Park,450 Eldridge Ave Orange Park Fl 32073 Orange ParkFL 32073 ,904-278-7442,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Hilton Garden Inn Jacksonville ponte Vedra,45 Pga Tour Boulevard Ponte VedraFL 32082 ,904-280-1661,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Hampton Inn Jacksonville Ponte Vedra,1220 Marsh Landing Parkway Jacksonville BeachFlorida 32250 ,904-280-9101,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Howard Johnson Inn and Suites,4300 Salisbury Road JacksonvilleFlorida 32216 ,904-281-0001,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Country Inn & Suites by Radisson Jacksonville I 95 South FL,4690 Salisbury Road JacksonvilleFlorida 32256 ,904-281-0443,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Wyndham Garden Jacksonville,4660 Salisbury Rd 32256 Jacksonville I-95 Exit 344 (Butler Boulevard) JacksonvilleFlorida 32256 ,904-281-0900,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Hometown Inn & Suites Jacksonville Butler Blvd. Southpoint,4940 Mustang Road Butler Blvd./Southpoint JacksonvilleFlorida 32216 ,904-281-2244,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Hampton Inn Jacksonville South I 95 at JTB,4681 Lenoir Avenue South Bonneval and Butler JacksonvilleFlorida 32216 ,904-281-2600,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Best Western Premier Jacksonville Hotel,4700 Salisbury Rd 1 32256 Jacksonville JacksonvilleFlorida 32256-6101 ,904-281-9700,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
River Park Inn Green Cove Springs,103 South Magnolia Avenue Green Cove SpringsFlorida ,904-284-2994,,,ThreeStar,florida,"Green Cove Springs,   Florida",Eastern
Ponte Vedra Inn & Club,200 Ponte Vedra Blvd Ponte VedraFL 32082 ,904-285-1111,,,FiveStar,florida,"Jacksonville,   Florida",Eastern
Sawgrass Marriott Golf Resort & Spa,1000 PGA Tour Boulevard Ponte Vedra BeachFlorida 32082 ,904-285-7777,,,FourStar,florida,"Jacksonville,   Florida",Eastern
Tru by Hilton Jacksonville South Mandarin,2970 Hartley Road 32257 ,904-292-4401,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Extended Stay America Jacksonville Lenoir Avenue East,6961 Lenoir Ave E JacksonvilleFL 32216 ,904-296-0181,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Extended Stay America Jacksonville Salisbury R,4693 Salisbury Road JacksonvilleFlorida 32256 ,904-296-0661,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
La Quinta Inn & Suites Jacksonville Butler Boulevard,4686 Lenoir Avenue South JacksonvilleFlorida 32216 ,904-296-0703,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Baymont by Wyndham Jacksonville Butler Blvd,7030 Bonneval Road JacksonvilleFL 32216 ,904-296-0968,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Red Roof Inn Jacksonville Southpoint,6969 Lenoir Ave East JacksonvilleFlorida 32216 ,904-296-1006,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
TownePlace Suites Jacksonville Butler Boulevard,4801 Lenoir Ave JacksonvilleFlorida 32216 ,904-296-1661,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
Jacksonville Marriott,4670 Salisbury Road JacksonvilleFL 32256 ,904-296-2222,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Courtyard Jacksonville Butler Boulevard,4670 Lenoir Avenue South JacksonvilleFlorida 32216 ,904-296-2828,,,ThreeStar,florida,"Jacksonville,   Florida",Eastern
Candlewood Suites Jacksonville,4990 Belfort Road Jacksonville 32256 JacksonvilleFL 32256 ,904-296-7785,,,TwoStar,florida,"Jacksonville,   Florida",Eastern
